"Year","y","LnCoverage","AC15","Premium","Fire5","lnDeduct","Freq","yAvg","Classes","Error_S","lnDeduct_err"
2009,30722.54,3.523141113,0,10845,1,6.907755279,2,15361.27,"county",3.47577142251795,10.383526701518
2010,2601.5,3.597620843,1,10223,1,6.907755279,1,2601.5,"county",4.80342185841959,11.7111771374196
2008,38568.02,4.916597222,1,49153,1,7.824046011,1,38568.02,"county",-0.890688627216735,6.93335738378326
2009,8720.69,4.950376965,1,50842,1,7.824046011,1,8720.69,"county",-2.5325284509283,5.29151756007171
2010,7536.73,5.035751817,1,47683,1,7.824046011,1,7536.73,"county",1.38184399710999,9.20589000810999
2006,58004.7,4.617258171,1,69839,1,6.214608098,8,7250.5875,"county",-0.327572343772988,5.88703575422701
2007,25819.98,4.672201058,1,67368,1,6.214608098,4,6454.995,"county",5.82507768005888,12.0396857780589
2008,15195.01,4.717850259,1,68275,1,6.214608098,5,3039.002,"county",-0.0951758718000116,6.11943222619999
2009,1185.9,4.62223674,1,62050,1,6.214608098,1,1185.9,"county",1.67294955564686,7.88755765364686
2010,24862.73,4.583126929,1,47931,1,6.214608098,4,6215.6825,"county",0.0679186974668437,6.28252679546684
2006,29527.79,5.331791687,1,113744,1,7.824046011,5,5905.558,"county",-1.80279487037797,6.02125114062203
2007,12959.55,5.427775603,1,106992,1,7.824046011,3,4319.85,"county",0.457912090821999,8.281958101822
2008,32625.15,5.481700755,1,98505,1,8.517193191,3,10875.05,"county",-4.37789243379555,4.13930075720445
2010,69066.78,5.592907996,1,93980,1,8.517193191,6,11511.13,"county",3.55467512498635,12.0718683159863
2007,6975.6,3.022346746,1,12118,1,6.214608098,2,3487.8,"county",0.371713023818165,6.58632112181817
2008,16067.38,3.40717054,1,17805,1,6.214608098,3,5355.793333,"county",5.26962781362927,11.4842359116293
2009,64066,3.458791471,1,19067,1,6.214608098,1,64066,"county",1.15333921534065,7.36794731334065
2010,20007.73,3.51905037,1,18563,1,6.214608098,2,10003.865,"county",-1.72196141151576,4.49264668648424
2008,5942.35,4.535646577,1,24254,1,10.1266311,2,2971.175,"county",1.48130502232175,11.6079361223218
2009,1858.13,4.583911881,1,24475,1,10.1266311,1,1858.13,"county",-2.26563583704642,7.86099526295358
2010,2117.43,4.646944098,1,22939,1,10.1266311,1,2117.43,"county",-3.04066369711317,7.08596740288683
2009,1923.3,3.65245429,0,20442,0,9.210340372,2,961.65,"county",0,9.210340372
2010,623,4.176544142,1,24102,0,9.210340372,1,623,"county",0,9.210340372
2007,3065.95,3.848705243,1,18773,1,7.824046011,2,1532.975,"county",0.706897237923962,8.53094324892396
2008,29398.15,3.927629528,1,20822,1,7.824046011,1,29398.15,"county",-1.07519591123171,6.74885009976829
2009,17489.69,3.972951336,1,19662,1,8.517193191,2,8744.845,"county",0.00268100911971815,8.51987420011972
2010,592.26,4.062899921,1,16280,1,8.517193191,2,296.13,"county",0.180313451683861,8.69750664268386
2006,9623.05,5.17830733,1,156096,1,6.214608098,2,4811.525,"county",-1.42987171482508,4.78473638317492
2007,2629,5.231082301,1,115936,1,6.214608098,1,2629,"county",-1.37929507241493,4.83531302558507
2008,47803.42,5.28793783,1,114802,1,6.214608098,6,7967.236667,"county",-0.327873130657395,5.8867349673426
2009,6892.8,5.344630757,1,121499,1,6.214608098,5,1378.56,"county",2.85742734824871,9.07203544624871
2010,12602.85,5.440071571,1,99097,1,6.907755279,2,6301.425,"county",-3.69538196677759,3.21237331222241
2006,1749.09,3.368103297,1,22638,0,6.907755279,2,874.545,"county",0,6.907755279
2008,16476.89,3.496555772,1,21450,0,6.907755279,2,8238.445,"county",0,6.907755279
2009,2504,3.582247825,1,22292,0,6.907755279,1,2504,"county",0,6.907755279
2010,25175.55,3.671884403,1,23988,0,6.907755279,6,4195.925,"county",0,6.907755279
2006,12009.72,3.671952574,0,25563,1,6.214608098,3,4003.24,"county",1.44060505281373,7.65521315081373
2007,14334.42,3.824795249,0,26577,1,6.214608098,5,2866.884,"county",0.807564720672096,7.0221728186721
2008,2922.71,3.881020021,0,27631,1,6.214608098,1,2922.71,"county",2.57852820529241,8.79313630329241
2009,72336.83,4.048742847,1,32675,1,6.214608098,1,72336.83,"county",-0.737792255426392,5.47681584257361
2010,2825,4.387799639,1,41840,1,6.214608098,1,2825,"county",0.897473505689055,7.11208160368906
2006,3581.91,4.155607772,1,29344,1,6.907755279,3,1193.97,"county",0.647842979047184,7.55559825804718
2007,4147.54,4.222385604,1,27960,1,6.907755279,2,2073.77,"county",-1.31587189913606,5.59188337986394
2008,1039,4.31417665,1,29900,1,6.907755279,1,1039,"county",2.92966012860242,9.83741540760241
2010,66224.39,4.347634795,1,25507,1,6.907755279,3,22074.79667,"county",2.81453422260914,9.72228950160914
2006,10501.12,4.184852959,0,34156,1,6.907755279,2,5250.56,"county",1.69835473743544,8.60611001643544
2007,146554.24,4.248135892,0,28689,1,6.907755279,2,73277.12,"county",3.8488340193128,10.7565892983128
2008,5661,4.320433093,0,31593,1,6.907755279,2,2830.5,"county",1.35459808204139,8.26235336104139
2009,7423.81,4.390566231,1,33081,1,6.907755279,4,1855.9525,"county",-3.09634984480753,3.81140543419247
2010,1297,4.314832751,1,26928,1,6.907755279,4,324.25,"county",-1.39044423477245,5.51731104422755
2006,6337.15,3.169305929,0,14987,1,6.907755279,1,6337.15,"county",-2.97027434051938,3.93748093848062
2008,18265.27,3.307553952,0,12566,1,6.907755279,2,9132.635,"county",-1.14822413724518,5.75953114175482
2009,9102.19,3.41094898,0,12117,1,6.907755279,1,9102.19,"county",-1.50468744209778,5.40306783690222
2010,10484.62,3.38616638,1,11525,1,6.907755279,1,10484.62,"county",0.102151240161179,7.00990651916118
2007,134128.98,5.19372193,1,30623,1,10.1266311,1,134128.98,"county",-2.20942293587553,7.91720816412447
2009,159109.46,5.428420754,1,34167,1,10.1266311,1,159109.46,"county",0.383295747589993,10.50992684759
2006,4837.23,5.210650246,1,65956,1,7.824046011,1,4837.23,"county",-1.58768246209146,6.23636354890854
2007,108986.45,5.219393633,1,59143,1,7.824046011,4,27246.6125,"county",4.28652127593821,12.1105672869382
2008,3625,5.268258811,1,65986,1,7.824046011,1,3625,"county",1.73836019633769,9.56240620733769
2009,81100.67,5.342131389,1,52240,1,7.824046011,4,20275.1675,"county",2.20761008532977,10.0316560963298
2010,75831.34,5.299530965,1,54065,1,7.824046011,4,18957.835,"county",0.931834195134078,8.75588020613408
2007,108211.19,3.858313426,0,19428,1,7.824046011,2,54105.595,"county",4.08008572459219,11.9041317355922
2008,22958.39,3.911136112,0,21980,1,7.824046011,3,7652.796667,"county",-1.54196653988752,6.28207947111248
2006,4923.36,4.600967377,1,22903,1,10.1266311,3,1641.12,"county",-1.11971041319037,9.00692068680963
2007,2720,4.689776639,1,33737,1,8.517193191,1,2720,"county",3.47397301788784,11.9911662088878
2008,25449,4.745677529,1,24168,1,10.1266311,2,12724.5,"county",-1.57825148801667,8.54837961198333
2009,28884.85,4.79029034,1,22864,1,10.1266311,1,28884.85,"county",-0.502998004385145,9.62363309561486
2010,21693.98,4.973127821,1,23116,1,10.1266311,3,7231.326667,"county",-0.952748076722134,9.17388302327787
2006,11879.36,2.948384501,1,14498,0,6.214608098,4,2969.84,"county",0,6.214608098
2007,1547.78,2.994933304,1,13989,0,6.214608098,1,1547.78,"county",0,6.214608098
2008,18623.05,3.048825831,1,14130,0,6.214608098,1,18623.05,"county",0,6.214608098
2009,548.95,3.118798573,1,12667,0,6.214608098,2,274.475,"county",0,6.214608098
2010,9378.5,3.091301238,1,13424,0,6.214608098,2,4689.25,"county",0,6.214608098
2006,34036.45,5.341858713,1,27157,1,11.22524339,8,4254.55625,"county",-0.776136547211471,10.4491068427885
2007,48697,5.402390066,1,22193,1,11.22524339,8,6087.125,"county",-0.676983947284992,10.548259442715
2008,61508.72,5.399700591,1,24348,1,11.22524339,10,6150.872,"county",1.19864429117509,12.4238876811751
2009,61690.48,5.460558058,1,23523,1,11.22524339,11,5608.225455,"county",-0.430111673576919,10.7951317164231
2010,18550.83,5.413428569,1,17952,1,11.22524339,6,3091.805,"county",-1.22719009164953,9.99805329835047
2010,62146.01,4.097423019,1,40324,0,7.824046011,5,12429.202,"county",0,7.824046011
2006,851,3.584534367,1,19459,0,6.214608098,1,851,"county",0,6.214608098
2007,30496.93,3.658673823,1,19793,0,6.214608098,4,7624.2325,"county",0,6.214608098
2008,5455.1,3.710188593,1,22474,0,6.214608098,3,1818.366667,"county",0,6.214608098
2009,5702.78,3.763488913,1,23705,0,6.214608098,2,2851.39,"county",0,6.214608098
2010,12695.39,3.821921214,1,21475,0,6.214608098,2,6347.695,"county",0,6.214608098
2007,94077.17,3.547969161,1,16329,1,6.907755279,2,47038.585,"county",3.25751483546172,10.1652701144617
2008,2930,3.629321921,1,15828,1,6.907755279,1,2930,"county",-0.520458227733911,6.38729705126609
2010,10552.35,3.776536514,1,19212,1,6.907755279,4,2638.0875,"county",-0.435510909631481,6.47224436936852
2007,849.83,2.70460902,1,7325,0,6.214608098,1,849.83,"county",0,6.214608098
2008,3409.94,2.767073479,1,6683,0,6.214608098,1,3409.94,"county",0,6.214608098
2010,9195.44,3.887015877,1,22431,1,9.210340372,3,3065.146667,"county",-0.243010715522444,8.96732965647755
2006,135885.44,5.568722219,0,154639,1,6.214608098,14,9706.102857,"county",1.72855841874795,7.94316651674795
2007,180773.78,5.77194848,1,173428,1,6.214608098,18,10042.98778,"county",-0.178429047107408,6.03617905089259
2008,97481.3,5.823134954,1,131832,1,8.517193191,14,6962.95,"county",-0.0912809589541564,8.42591223204584
2009,75109.39,5.877280404,1,139166,1,8.517193191,18,4172.743889,"county",-1.65335437865152,6.86383881234848
2010,123063.63,5.946388151,1,122358,1,8.517193191,17,7239.037059,"county",-0.78651130759944,7.73068188340056
2006,30394.32,5.346399652,1,81842,1,9.210340372,2,15197.16,"county",0.145917991014503,9.3562583630145
2008,19705.77,5.46956481,1,75954,1,9.210340372,2,9852.885,"county",-1.42835224831945,7.78198812368055
2010,18575.14,5.620466291,1,74525,1,9.210340372,1,18575.14,"county",1.28913379125309,10.4994741632531
2009,24806.58,4.336315193,1,29042,1,10.1266311,12,2067.215,"county",-3.6828356372126,6.4437954627874
2010,12969.4,4.779568403,1,26192,1,10.1266311,9,1441.044444,"county",0.743550194331397,10.8701812943314
2007,4745,4.490795262,1,46381,1,6.214608098,3,1581.666667,"county",-3.72662949150496,2.48797860649504
2008,4645,4.546185176,1,49964,1,6.214608098,1,4645,"county",-0.730011805999477,5.48459629200052
2009,14462.64,4.595550111,1,54474,1,6.214608098,4,3615.66,"county",-1.28133274612337,4.93327535187663
2010,11780.37,4.680125782,1,51736,1,6.214608098,3,3926.79,"county",-1.58164334670368,4.63296475129632
2009,446736.39,4.926437635,1,31714,1,10.81977828,21,21273.16143,"county",-0.138002040189965,10.68177623981
2010,69943.8,5.492783133,1,34010,1,10.81977828,39,1793.430769,"county",-4.64324196194951,6.17653631805049
2006,17536.95,3.817057848,1,31375,0,6.214608098,3,5845.65,"county",0,6.214608098
2007,13169.27,3.853027621,1,29695,0,6.214608098,4,3292.3175,"county",0,6.214608098
2008,3726.07,3.91486594,1,31590,0,6.214608098,1,3726.07,"county",0,6.214608098
2009,627427.27,3.956719736,1,32939,0,6.214608098,2,313713.635,"county",0,6.214608098
2010,10489.87,3.919555147,1,28212,0,6.214608098,3,3496.623333,"county",0,6.214608098
2006,16412.96,3.126521165,1,16869,0,6.214608098,5,3282.592,"county",0,6.214608098
2007,113324.1,3.196115359,1,16373,0,6.214608098,7,16189.15714,"county",0,6.214608098
2008,4315.02,3.247208905,1,16460,0,6.214608098,1,4315.02,"county",0,6.214608098
2009,1772.83,3.294929306,1,17264,0,6.214608098,2,886.415,"county",0,6.214608098
2010,13789.93,3.358458934,1,16097,0,6.214608098,4,3447.4825,"county",0,6.214608098
2006,8838.42,4.130548614,1,42304,1,6.214608098,2,4419.21,"county",2.85378019028663,9.06838828828663
2008,4335.33,4.25661401,1,42343,1,6.214608098,1,4335.33,"county",-4.03835861625762,2.17624948174238
2009,2502,4.273808039,1,42359,1,6.214608098,2,1251,"county",-1.12428407219891,5.0903240258011
2010,16932.94,4.339308312,1,40627,1,6.214608098,5,3386.588,"county",-2.70664274869777,3.50796534930223
2006,20673.35,3.704824577,1,26418,0,6.214608098,3,6891.116667,"county",0,6.214608098
2007,7190,3.756445435,1,25249,0,6.214608098,2,3595,"county",0,6.214608098
2008,1848.63,3.824612291,1,25657,0,6.214608098,1,1848.63,"county",0,6.214608098
2009,6557.96,3.876319721,1,26535,0,6.214608098,4,1639.49,"county",0,6.214608098
2010,112697.76,3.934068664,1,26068,0,6.214608098,6,18782.96,"county",0,6.214608098
2006,6570,2.799983291,0,14307,1,6.214608098,1,6570,"county",-1.82109704447589,4.39351105352411
2007,10992.5,2.837518183,0,13317,1,6.214608098,3,3664.166667,"county",5.06238230722857,11.2769904052286
2008,1980,2.904105845,0,13687,1,6.214608098,1,1980,"county",0.04219274094003,6.25680083894003
2009,12568.3,2.980481367,0,11622,1,6.214608098,2,6284.15,"county",-3.11989719300961,3.09471090499039
2008,5753,4.188968931,1,39572,1,6.214608098,4,1438.25,"county",-3.97925716468473,2.23535093331527
2009,10896.01,4.233766244,1,40697,1,6.214608098,2,5448.005,"county",1.09192015423911,7.30652825223911
2006,17966.2,3.676139722,0,24881,0,6.907755279,4,4491.55,"county",0,6.907755279
2007,15394.29,3.750333403,0,25947,0,6.907755279,3,5131.43,"county",0,6.907755279
2008,12828.58,3.808984392,0,24808,0,6.907755279,4,3207.145,"county",0,6.907755279
2009,37469.68,3.875091558,1,26021,0,6.907755279,5,7493.936,"county",0,6.907755279
2010,60974.97,3.929092863,1,24413,0,6.907755279,7,8710.71,"county",0,6.907755279
2006,139880.33,4.173813167,0,44174,0,6.214608098,6,23313.38833,"county",0,6.214608098
2007,38126.27,4.244972358,0,41852,0,6.214608098,4,9531.5675,"county",0,6.214608098
2008,5273.1,4.297666993,0,46323,0,6.214608098,4,1318.275,"county",0,6.214608098
2009,245626.57,4.34374907,1,48507,0,6.214608098,5,49125.314,"county",0,6.214608098
2010,7125.64,4.405718845,1,45055,0,6.214608098,3,2375.213333,"county",0,6.214608098
2006,13107.48,2.566928935,1,5601,0,6.214608098,2,6553.74,"county",0,6.214608098
2009,1982.83,2.72282393,1,5480,0,6.214608098,2,991.415,"county",0,6.214608098
2010,23546.23,2.688125618,1,5588,0,6.214608098,1,23546.23,"county",0,6.214608098
2006,82809.75,5.110324116,0,53032,0,8.517193191,3,27603.25,"county",0,8.517193191
2007,31529.78,4.958946988,0,34187,0,8.517193191,7,4504.254286,"county",0,8.517193191
2008,22363.2,5.013932758,0,36120,0,8.517193191,4,5590.8,"county",0,8.517193191
2009,32258.77,5.082774699,1,40305,0,8.517193191,3,10752.92333,"county",0,8.517193191
2010,121296.12,5.148931008,1,43062,0,8.517193191,2,60648.06,"county",0,8.517193191
2006,18963.86,3.525425853,1,24118,0,6.214608098,8,2370.4825,"county",0,6.214608098
2007,1634.82,3.628442988,1,23345,0,6.214608098,3,544.94,"county",0,6.214608098
2008,4672.08,3.68468266,1,20713,0,7.824046011,1,4672.08,"county",0,7.824046011
2009,6658.22,3.698080544,1,20992,0,7.824046011,2,3329.11,"county",0,7.824046011
2010,7728.24,3.764624061,1,18123,0,7.824046011,3,2576.08,"county",0,7.824046011
2007,7723,4.239417708,1,18035,1,10.1266311,1,7723,"county",-0.0450165172283457,10.0816145827717
2008,12711.05,4.292363272,1,16091,1,10.1266311,4,3177.7625,"county",-0.771468724023151,9.35516237597685
2009,1013.38,4.343909274,1,18483,1,10.1266311,1,1013.38,"county",-2.25415001123506,7.87248108876494
2010,625,4.4043557,1,15542,1,10.1266311,1,625,"county",-3.60780636913573,6.51882473086427
2006,19540,4.316306522,1,29964,1,6.214608098,6,3256.666667,"county",-2.60785823280673,3.60674986519327
2007,340189.29,4.365430769,1,17310,1,9.61580548,7,48598.47,"county",2.42555062663492,12.0413561066349
2008,24926.58,4.418888534,1,19090,1,9.61580548,4,6231.645,"county",-1.50687041740743,8.10893506259257
2009,136982.16,4.481408933,1,16789,1,9.61580548,5,27396.432,"county",-3.35790068719291,6.25790479280709
2010,13815.78,4.438518056,1,16929,1,9.61580548,2,6907.89,"county",4.53392844660441,14.1497339266044
2008,8702.06,3.825750832,1,9633,0,10.1266311,1,8702.06,"county",0,10.1266311
2010,104492.9,3.956572266,1,9411,0,10.1266311,5,20898.58,"county",0,10.1266311
2006,41000.57,5.776612219,1,135519,1,8.517193191,2,20500.285,"county",1.03107278799287,9.54826597899287
2008,267317.42,5.904254088,1,128307,1,8.517193191,8,33414.6775,"county",-0.578833952596638,7.93835923840336
2009,6555.27,5.952196555,1,134610,1,8.517193191,3,2185.09,"county",2.56733027343188,11.0845234644319
2010,142704.7,6.105307078,1,134470,1,8.517193191,14,10193.19286,"county",2.15000108948956,10.6671942804896
2006,7171.91,2.219813515,1,7364,0,6.214608098,3,2390.636667,"county",0,6.214608098
2007,3176.05,2.264307775,1,6448,0,6.907755279,1,3176.05,"county",0,6.907755279
2009,19188.49,2.348023169,1,5652,0,7.824046011,2,9594.245,"county",0,7.824046011
2008,10445.97,4.667273601,1,22346,1,10.1266311,3,3481.99,"county",-1.50196210158969,8.62466899841031
2010,68971.28,4.72235667,1,19113,1,10.1266311,2,34485.64,"county",5.35085909067252,15.4774901906725
2009,20640,3.166097934,1,10197,0,7.824046011,1,20640,"school",0,7.824046011
2010,3000,2.580182435,1,8184,0,9.210340372,1,3000,"school",0,9.210340372
2006,7078.27,4.326009582,0,41603,0,6.214608098,1,7078.27,"school",0,6.214608098
2007,4374.91,4.379321065,0,37499,0,6.214608098,1,4374.91,"school",0,6.214608098
2008,5889.95,4.42672972,0,39320,0,6.214608098,2,2944.975,"school",0,6.214608098
2009,6874.71,4.466729012,0,35700,0,6.214608098,3,2291.57,"school",0,6.214608098
2010,97578.81,4.429389769,1,34391,0,6.214608098,3,32526.27,"school",0,6.214608098
2006,22799.41,4.116881194,1,25774,1,8.517193191,1,22799.41,"school",-0.378791026380278,8.13840216461972
2007,19144,4.176410192,1,26703,1,8.517193191,2,9572,"school",-2.11579843253856,6.40139475846144
2009,7717.21,4.293451563,1,24895,1,8.517193191,1,7717.21,"school",-0.214476376887963,8.30271681411204
2007,933.93,2.729590142,1,8276,0,6.214608098,1,933.93,"school",0,6.214608098
2006,620,3.466287751,1,18891,0,8.517193191,4,155,"school",0,8.517193191
2006,9888.5,3.957055165,0,32951,1,6.214608098,4,2472.125,"school",0.308256189501205,6.52286428750121
2009,606,4.183151765,1,35409,1,6.214608098,1,606,"school",3.42803469169445,9.64264278969445
2006,87748.65,3.188949877,0,16499,0,6.907755279,2,43874.325,"school",0,6.907755279
2008,4555.8,2.507857095,0,6017,0,6.214608098,1,4555.8,"school",0,6.214608098
2006,11935.66,2.752595049,0,14742,0,6.214608098,2,5967.83,"school",0,6.214608098
2007,25988.06,2.810225188,0,14288,0,6.214608098,4,6497.015,"school",0,6.214608098
2008,8152.52,2.864452687,0,14383,0,6.214608098,2,4076.26,"school",0,6.214608098
2009,500,2.891558775,0,14778,0,6.214608098,1,500,"school",0,6.214608098
2010,1950,2.856762577,0,13054,0,6.214608098,1,1950,"school",0,6.214608098
2006,2277.7,3.851948171,0,29663,0,6.214608098,3,759.2333333,"school",0,6.214608098
2009,5582.88,4.046670378,0,28031,0,7.824046011,1,5582.88,"school",0,7.824046011
2010,3140,4.121359549,1,25274,0,7.824046011,1,3140,"school",0,7.824046011
2006,30911,2.74654687,0,9977,0,6.214608098,1,30911,"school",0,6.214608098
2007,8048.95,2.809142541,0,9459,0,6.214608098,2,4024.475,"school",0,6.214608098
2009,14761.26,2.926260109,0,10075,0,6.214608098,2,7380.63,"school",0,6.214608098
2010,3397.85,2.89175935,0,8832,0,6.214608098,1,3397.85,"school",0,6.214608098
2006,7770.35,2.302261641,1,6797,0,6.907755279,1,7770.35,"school",0,6.907755279
2010,3351.7,2.451073716,1,5684,0,6.907755279,1,3351.7,"school",0,6.907755279
2008,2864,4.032181404,1,41160,0,6.907755279,1,2864,"school",0,6.907755279
2006,123914.04,5.423590786,0,108812,1,8.517193191,1,123914.04,"school",0.157147999197428,8.67434119019743
